Bigram,Frequency
scheme_based,1
walk_coefficient,1
coefficient_updated,1
updated_tvr,1
order_calculate,1
calculate_forecast,1
quarterly_egyptian,1
egyptian_cpi,1
proposed_scheme,1
scheme_etvc,1
etvc_superior,1
superior_best,1
omitted_variable,1
variable_bias,1
bias_true,1
true_functional,1
form_unknown,1
unknown_concerning,1
concerning_included,1
consider_linear,1
extracting_total,1
total_month,1
month_january,1
january_november,1
november_country,1
country_seasonal,1
seasonal_differential,1
differential_autoregressive,1
formulate_monetary,1
data_reflecting,1
reflecting_economic,1
phenomenon_obvious,1
obvious_seasonal,1
seasonal_time,1
series_characteristic,1
characteristic_extracting,1
life_resident,1
resident_important,1
important_basis,1
basis_government,1
government_level,1
level_carry,1
carry_fiscal,1
bank_formulate,1
depending_arbitrary,1
arbitrary_choice,1
initial_prior,1
measure_level,1
country_reflects,1
reflects_impact,1
impact_commodity,1
change_daily,1
distorted_professional,1
low_ex,1
ante_variance,1
accuracy_panelist,1
panelist_reported,1
probability_way,1
way_propose,1
time_outcome,1
provides_certain,1
certain_reference,1
reference_decisionmaking,1
decisionmaking_government,1
government_enterprise,1
enterprise_market,1
although_survey‐based,1
survey‐based_point,1
better_reflect,1
reflect_future,1
based_using,1
cpi_found,1
found_country’s,1
cpi_remain,1
remain_stable,1
stable_provides,1
average_model,1
model_sarima,1
sarima_established,1
established_empirical,1
show_sarima,1
sarima_high,1
degree_fitting,1
fitting_better,1
provided_anticipative,1
anticipative_enough,1
enough_despite,1
despite_process,1
process_featuring,1
featuring_infinite,1
infinite_marginal,1
marginal_variance,1
infinite_αstable,1
αstable_moving,1
average_conditional,1
moment_integer,1
integer_order,1
order_four,1
four_shown,1
exist_provided,1
trajectory_featuring,1
featuring_locally,1
locally_explosive,1
episode_akin,1
akin_speculative,1
bubble_financial,1
data_twosided,1
twosided_infinite,1
match_ex,1
ante_ex,1
trajectory_survey‐based,1
survey‐based_average,1
noncausal_anticipative,1
anticipative_heavytailed,1
heavytailed_process,1
generate_trajectory,1
available_found,1
found_noncausal,1
noncausal_autoregression,1
autoregression_order,1
order_ar,1
ar_ar,1
ar_coefficient,1
coefficient_ρ,1
bubble_episode,1
episode_obtained,1
obtained_expression,1
expression_ex,1
ante_crash,1
crash_odds,1
odds_horizon,1
horizon_available,1
error_regularly,1
regularly_varying,1
varying_tail,1
tail_closedform,1
closedform_formula,1
formula_predictive,1
distribution_explosive,1
explosive_bubble,1
variance_formula,1
formula_moment,1
moment_forecast,1
horizon_admissible,1
admissible_parameterization,1
parameterization_provided,1
provided_assumption,1
assumption_error,1
causal–noncausal_process,1
generate_explosive,1
episode_dynamic,1
dynamic_à,1
la_blanchard,1
blanchard_watson,1
watson_could,1
reconcile_rational,1
peak_provided,1
provided_inflation,1
inflation_phase,1
phase_noncausal,1
noncausal_arlike,1
arlike_appears,1
appears_mixed,1
mixed_causal–noncausal,1
geometric_parameter,1
parameter_property,1
property_extends,1
extends_bubble,1
bubble_arbitrarily,1
arbitrarily_shaped,1
shaped_collapse,1
collapse_peak,1
ρ_tail,1
exponent_α,1
α_generates,1
generates_bubble,1
bubble_whose,1
whose_survival,1
survival_distribution,1
distribution_geometric,1
completed_domestic,1
foreign_expert,1
expert_method,1
method_methodology,1
methodology_carry,1
carry_analysis,1
institution_completed,1
completed_database,1
actual_realization,1
realization_object,1
object_stimulation,1
stimulation_economic,1
agent_purpose,1
purpose_article,1
identify_pattern,1
forecast_completed,1
prediction_primary,1
primary_basis,1
basis_budget,1
budget_development,1
development_approval,1
approval_methodology,1
accuracy_influence,1
influence_actual,1
rational_bubble,1
bubble_tail,1
exponent_greater,1
introduction_economic,1
agent_use,1
forecast_macro,1
macro_environment,1
environment_prediction,1
specialist_forecast,1
made_medium,1
term_year,1
year_disconnected,1
disconnected_expert,1
expert_current,1
situation_mostly,1
mostly_reflect,1
mood_analysed,1
analysed_along,1
along_external,1
external_conjuncture,1
conjuncture_effect,1
effect_internal,1
internal_prejudice,1
prejudice_specialist,1
certain_year,1
year_predicted,1
predicted_expert,1
expert_time,1
time_different,1
interval_fluidity,1
fluidity_experts’,1
experts’_mood,1
database_historical,1
historical_change,1
prediction_indicator,1
indicator_accordingly,1
accordingly_macro,1
macro_index,1
index_ukraine,1
ukraine_certain,1
period_growth,1
growth_crisis,1
crisis_internal,1
internal_attitude,1
attitude_foresight,1
foresight_performer,1
performer_distinguished,1
distinguished_mediumterm,1
graphical_analysis,1
analysis_expert,1
forecast_flow,1
flow_macroeconomic,1
macroeconomic_index,1
index_carried,1
carried_trend,1
condition_period,1
realization_shortterm,1
shortterm_mediumterm,1
forecast_feature,1
feature_need,1
need_highlighted,1
highlighted_result,1
result_analytical,1
analytical_graphical,1
reflect_internal,1
internal_model,1
model_mood,1
mood_therefore,1
therefore_despite,1
despite_year,1
year_object,1
object_realization,1
forecasting_construction,1
construction_intelligent,1
system_recurrent,1
recurrent_correction,1
correction_prognostic,1
prognostic_error,1
due_complex,1
complex_sophisticated,1
calculation_methodology,1
methodology_collected,1
data_basis,1
basis_statistical,1
statistical_econometric,1
analysis_determination,1
determination_main,1
factor_expert,1
economic_reproduction,1
reproduction_forecast,1
forecast_effectively,1
effectively_take,1
account_marked,1
marked_trend,1
trend_correct,1
correct_calculation,1
formed_ineffectiveness,1
ineffectiveness_expert,1
process_ukraine,1
ukraine_previous,1
shown_application,1
application_result,1
result_performer,1
performer_economic,1
could_investigated,1
investigated_within,1
within_two,1
two_could,1
could_named,1
named_ontological,1
ontological_metaphorical,1
metaphorical_second,1
application_area,1
area_entropy,1
entropy_economics,1
economics_could,1
could_referred,1
referred_econophysics,1
econophysics_two,1
approach_could,1
behaviour_considered,1
considered_characteristic,1
characteristic_nonlinearities,1
nonlinearities_many,1
many_effort,1
effort_stock,1
method_concerning,1
concerning_application,1
sophisticated_nature,1
nature_financial,1
market_many,1
many_feature,1
including_psychological,1
psychological_political,1
influence_routine,1
routine_behaviour,1
take_metaphorical,1
approach_investigation,1
investigation_oil,1
gas_producer,1
producer_industry,1
sector_london,1
london_stock,1
stock_exchange’s,1
application_finance,1
finance_equilibrium,1
equilibrium_theory,1
theory_info,1
info_design,1
design_entropy,1
entropy_research,1
research_take,1
considered_process,1
process_physic,1
physic_biology,1
biology_brought,1
brought_energy,1
energy_metaphorical,1
approach_concerned,1
concerned_application,1
second_law,1
law_thermodynamics,1
thermodynamics_critical,1
role_concept,1
concept_ontological,1
ontological_approach,1
approach_economy,1
economy_considered,1
sector_introduced,1
introduced_precise,1
well_parameter,1
parameter_trading,1
stock_suggested,1
suggested_approach,1
approach_desirability,1
desirability_index,1
computation_computation,1
computation_phase,1
phase_macroeconomic,1
macroeconomic_figure,1
figure_introduced,1
introduced_bernoulli,1
theorem_inflation,1
addition_stock,1
compute_index,1
index_desirability,1
desirability_express,1
express_complexity,1
complexity_investment,1
decision_analysis,1
conducted_sector,1
sector_computation,1
exchange’s_ftse,1
ftse_index,1
index_first,1
observed_necessity,1
necessity_analyse,1
analyse_stock,1
stock_bernoulli,1
theorem_compute,1
total_annual,1
income_year,1
employer_offer,1
offer_health,1
benefit_pay,1
pay_proportionately,1
proportionately_large,1
employer_health,1
covid_infection,1
infection_death,1
death_using,1
using_statistical,1
method_one,1
averaging_year,1
firm_exceeds,1
exceeds_total,1
complex_nature,1
nature_investment,1
investment_environment,1
abstract_objective,1
objective_modeling,1
forecasting_possible,1
possible_trajectory,1
trajectory_covid,1
index_formed,1
formed_unconventional,1
unconventional_theoretical,1
theoretical_approach,1
approach_within,1
within_econophysics,1
econophysics_expression,1
expression_complex,1
monitoring_disease,1
disease_progression,1
progression_time,1
time_handle,1
handle_excess,1
count_research,1
research_assess,1
assess_statistical,1
topic_present,1
time_however,1
however_statistical,1
different_assumption,1
method_thus,1
yield_different,1
one_issue,1
issue_monitoring,1
conflicted_opinion,1
opinion_u,1
system_reform,1
reform_survey,1
survey_find,1
find_people,1
people_tend,1
tend_satisfied,1
health_coverage,1
coverage_public,1
opinion_reflected,1
reflected_debate,1
debate_congress,1
congress_american,1
american_public,1
public_conflicted,1
us_exponential,1
exponential_family,1
family_conditional,1
distribution_study,1
study_goodness,1
accuracy_count,1
based_autoregressive,1
conditional_count,1
account_dependence,1
dependence_response,1
response_second,1
based_zeroinflated,1
zeroinflated_mixed,1
mixed_auto,1
regression_also,1
also_us,1
binomial_conditional,1
conditional_probability,1
distribution_account,1
account_data,1
data_dispersion,1
dispersion_using,1
using_auto,1
regression_account,1
statistical_empirical,1
accuracy_covid,1
death_method,1
method_two,1
suggested_literature,1
based_poisson,1
poisson_negative,1
negative_binomial,1
fit_accurate,1
pandemic_death,1
death_conclusion,1
conclusion_paper,1
show_infectious,1
infectious_disease,1
disease_data,1
data_excess,1
analysis_compare,1
compare_fit,1
model_death,1
count_presence,1
presence_intervention,1
policy_statistical,1
statistical_finding,1
account_zero,1
data_tunisia,1
tunisia_report,1
report_daily,1
daily_death,1
count_march,1
march_february,1
february_perform,1
perform_empirical,1
count_distribution,1
distribution_without,1
without_zero,1
using_recently,1
recently_published,1
published_online,1
online_covid,1
covid_data,1
value_related,1
related_intervention,1
therefore_structural,1
abstract_commodity,1
commodity_cost,1
prediction_remarkable,1
remarkable_adjustment,1
adjustment_tough,1
surge_covid,1
death_one,1
one_plausible,1
plausible_explanation,1
explanation_outperformance,1
outperformance_zeroinflated,1
model_zero,1
zero_value,1
count_data,1
addition_statistical,1
result_find,1
find_lift,1
lift_travel,1
travel_restriction,1
restriction_significant,1
impact_surge,1
count_better,1
better_modelled,1
modelled_zeroinflated,1
prediction_death,1
death_related,1
related_pandemic,1
pandemic_generalized,1
generalized_count,1
additionally_replicate,1
replicate_adjustment,1
along_conflict,1
nation_new,1
new_standard,1
standard_rule,1
rule_introduced,1
introduced_authority,1
unanticipated_ascent,1
ascent_descent,1
descent_going,1
going_encompass,1
encompass_many,1
many_element,1
element_also,1
also_additionally,1
borrowing_nation,1
along_india,1
india_beneficial,1
beneficial_character,1
character_music,1
music_cost,1
cost_earlier,1
earlier_unanticipated,1
tough_mission,1
mission_oil,1
oil_goldgenerating,1
goldgenerating_nation,1
along_uae,1
uae_usa,1
usa_addition,1
addition_borrowing,1
charge_commodity,1
commodity_particularly,1
particularly_irregular,1
irregular_nonlinear,1
nonlinear_range,1
range_dynamically,1
dynamically_excessive,1
excessive_uncertainty,1
amongst_one,1
maximum_complicated,1
complicated_class,1
class_investigate,1
investigate_due,1
fact_fluctuation,1
fluctuation_withinside,1
withinside_charge,1
led_percentage,1
percentage_increment,1
increment_crude,1
oil_cost,1
cost_etc,1
etc_predicting,1
predicting_cost,1
cost_amongst,1
authority_adjustment,1
adjustment_ideology,1
ideology_adjustment,1
adjustment_conflict,1
nation_eg,1
eg_russia,1
ukraine_war,1
war_led,1
empirical_outcome,1
outcome_different,1
different_study,1
study_withinside,1
withinside_literature,1
literature_proposed,1
proposed_innovation,1
innovation_could,1
analytics_superior,1
superior_deep,1
deep_studying,1
studying_algorithm,1
algorithm_validate,1
validate_end,1
result_examine,1
examine_empirical,1
charge_prediction,1
prediction_unmarried,1
unmarried_platform,1
platform_make,1
use_complicated,1
complicated_statistical,1
statistical_predictive,1
predictive_analytics,1
uncertainty_innovation,1
innovation_proposed,1
proposed_hybrid,1
hybrid_version,1
version_herbal,1
herbal_fueloline,1
fueloline_crude,1
gold_charge,1
extracting_result,1
result_order,1
address_train,1
train_human,1
human_allows,1
allows_knocking,1
knocking_inflation,1
inflation_charge,1
alternative_hand,1
hand_folk,1
folk_need,1
need_music,1
music_record,1
record_whore,1
whore_interested,1
interested_extracting,1
withinside_industry,1
industry_inventory,1
inventory_marketplace,1
marketplace_corporation,1
corporation_one,1
maximum_essential,1
essential_client,1
client_alternative,1
could_better,1
accuracy_extra,1
extra_strong,1
strong_reliable,1
reliable_many,1
many_region,1
region_goal,1
goal_withinside,1
ecology_representing,1
representing_hierarchical,1
hierarchical_function,1
function_discrete,1
discrete_response,1
response_encompass,1
encompass_complex,1
complex_feature,1
describing_smooth,1
smooth_nonlinear,1
relationship_predictor,1
predictor_response,1
variable_gam,1
gam_particularly,1
particularly_relevant,1
relevant_ecology,1
painting_vital,1
vital_step,1
step_govern,1
govern_adjustment,1
abstract_generalised,1
model_gam,1
gam_increasingly,1
popular_describing,1
charge_authority,1
authority_corporation,1
corporation_may,1
may_expecting,1
expecting_adjustment,1
adjustment_similarly,1
similarly_earlier,1
earlier_painting,1
estimated_unobserved,1
unobserved_dynamic,1
dynamic_component,1
series_evolve,1
evolve_function,1
function_nonlinear,1
association_latent,1
latent_temporal,1
range_training,1
introduce_dynamic,1
model_dgams,1
dgams_gam,1
gam_linear,1
linear_predictor,1
predictor_jointly,1
jointly_estimated,1
useful_producing,1
producing_forecast,1
forecast_smooth,1
smooth_function,1
provide_unstable,1
unstable_prediction,1
prediction_outside,1
outside_range,1
including_zeroinflation,1
zeroinflation_bounding,1
bounding_uneven,1
uneven_sampling,1
sampling_however,1
however_gam,1
gam_less,1
less_useful,1
smoothing_spline,1
spline_estimate,1
estimate_unobserved,1
unobserved_parameter,1
parameter_probabilistic,1
probabilistic_framework,1
using_simulation,1
simulation_illustrate,1
model_mvgam,1
mvgam_r,1
package_us,1
us_mgcv,1
mgcv_rjags,1
rjags_package,1
package_construct,1
construct_smoothing,1
complex_temporal,1
temporal_association,1
association_via,1
via_dimensionreduced,1
dimensionreduced_latent,1
factor_process,1
process_implement,1
implement_model,1
temporal_process,1
useful_multivariate,1
multivariate_series,1
series_estimate,1
estimate_hierarchical,1
hierarchical_smooth,1
smooth_learning,1
learning_complex,1
forecast_online,1
data_augmentation,1
augmentation_via,1
via_recursive,1
recursive_particle,1
filter_visualising,1
visualising_probabilistic,1
probabilistic_uncertainty,1
function_calculating,1
calculating_correlation,1
among_series’,1
series’_latent,1
latent_trend,1
trend_performing,1
performing_model,1
window_forecast,1
smooth_predictor,1
predictor_function,1
function_use,1
use_realworld,1
highlight_mvgam’s,1
mvgam’s_key,1
feature_include,1
include_function,1
illustrate_model,1
competing_formulation,1
formulation_realistic,1
realistic_ecological,1
ecological_forecasting,1
task_identifying,1
identifying_important,1
important_smooth,1
hierarchical_smoothing,1
smoothing_structure,1
structure_providing,1
providing_forecast,1
robust_uncertainty,1
uncertainty_task,1
task_becoming,1
becoming_increasingly,1
approach_particularly,1
useful_exploring,1
exploring_competing,1
competing_dynamic,1
dynamic_ecological,1
ecological_model,1
model_encompass,1
encompass_hierarchical,1
forecasting_discrete,1
series_estimating,1
estimating_ecologically,1
ecologically_relevant,1
relevant_nonlinear,1
association_bayesian,1
bayesian_latent,1
factor_approach,1
uncertainty_smooth,1
smooth_prediction,1
dynamic_gam,1
gam_dgam,1
dgam_offer,1
offer_solution,1
solution_challenge,1
challenge_forecasting,1
wayswith_small,1
employer_lowwage,1
lowwage_worker,1
worker_disadvantaged,1
disadvantaged_health,1
health_premium,1
premium_risen,1
risen_almost,1
method_produced,1
produced_accurate,1
outperformed_linear,1
term_accuracy,1
insurance_affect,1
different_employer,1
worker_different,1
different_wayswith,1
indian_gross,1
gdp_using,1
algorithm_achieve,1
achieve_collected,1
various_source,1
including_time,1
rate_analyzed,1
technique_determine,1
important_applied,1
applied_ecology,1
year_machine,1
algorithm_gained,1
gained_popularity,1
popularity_field,1
field_economic,1
forecasting_study,1
technique_polynomial,1
regression_significantly,1
forecast_finding,1
finding_several,1
several_implication,1
business_accurate,1
gdp_help,1
help_business,1
gdp_specifically,1
specifically_finding,1
gdp_accuracy,1
algorithm_economic,1
forecasting_found,1
found_use,1
use_highquality,1
advanced_technique,1
increase_health,1
benefit_minimumwage,1
minimumwage_worker,1
worker_cost,1
cost_family,1
family_coverage,1
coverage_averaging,1
accuracy_polynomial,1
almost_five,1
five_time,1
much_overall,1
overall_rate,1
since_employer,1
employer_face,1
face_unsustainable,1
unsustainable_cost,1
market_popular,1
popular_topic,1
interest_recent,1
past_growth,1
rate_compelled,1
compelled_people,1
people_invest,1
stock_commodity,1
used_reference,1
reference_future,1
area_emphasizes,1
emphasizes_need,1
need_highquality,1
advanced_machinelearning,1
machinelearning_technique,1
technique_economic,1
overall_study,1
provides_valuable,1
insight_use,1
predicting_indian,1
demonstrate_effectiveness,1
effectiveness_polynomial,1
regression_capturing,1
relationship_improving,1
business_make,1
decision_investment,1
investment_growth,1
strategy_policymakers,1
policymakers_use,1
prediction_develop,1
develop_effective,1
effective_economic,1
globe_involving,1
involving_basic,1
basic_machine,1
learning_neural,1
network_ranging,1
basic_linear,1
regression_advanced,1
advanced_neural,1
emotion_investor,1
investor_show,1
show_willingness,1
willingness_invest,1
invest_variety,1
variety_technique,1
used_people,1
people_around,1
market_help,1
help_technical,1
common_practice,1
practice_among,1
among_trader,1
investor_one,1
aspect_sentiment,1
analysis_emotion,1
commodity_market,1
market_area,1
rather_saving,1
saving_ability,1
ability_deep,1
data_proven,1
proven_time,1
time_technical,1
bert_pretrained,1
pretrained_transformer,1
transformer_model,1
model_google,1
google_natural,1
natural_language,1
language_processing,1
processing_nlp,1
analysis_news,1
headline_company,1
company_apple,1
inc_listed,1
listed_nasdaq,1
nasdaq_performed,1
using_version,1
version_bert,1
affect_stock,1
market_cryptocurrencies,1
cryptocurrencies_paper,1
proposes_ensemble,1
ensemble_stateoftheart,1
stateoftheart_method,1
price_firstly,1
firstly_sentiment,1
network_people,1
people_experimented,1
experimented_possible,1
possible_technique,1
market_evident,1
evident_recent,1
recent_event,1
headline_affect,1
sector_knowing,1
knowing_stability,1
stability_economic,1
condition_looked,1
looked_predicting,1
indicator_unfortunately,1
unfortunately_prediction,1
done_economic,1
gru_vanilla,1
vanilla_gan,1
gan_autoregressive,1
economic_important,1
issue_country,1
since_conducted,1
conducted_many,1
many_sector,1
inc_using,1
country_commodity,1
commodity_historical,1
price_along,1
along_sentiment,1
score_comparison,1
done_baseline,1
like_long,1
nlp_afterward,1
afterward_generative,1
generative_adversarial,1
adversarial_network,1
network_gan,1
gan_predicts,1
predicts_stock,1
price_apple,1
also_needed,1
needed_differential,1
algorithm_system,1
system_got,1
got_accuracy,1
accuracy_system,1
system_reason,1
reason_accuracy,1
inside_based,1
based_reason,1
reason_research,1
research_observed,1
observed_interconnection,1
interconnection_indicator,1
economic_predicting,1
predicting_also,1
side_economic,1
economic_knowledge,1
knowledge_complex,1
complex_chaos,1
chaos_need,1
need_differential,1
dynamic_face,1
problem_inside,1
indicator_concern,1
concern_interconnection,1
interconnection_predicting,1
predicting_learning,1
indicator_still,1
still_need,1
need_research,1
research_side,1
indicator_found,1
found_learning,1
learning_dependable,1
dependable_gdp,1
inflation_predict,1
predict_time,1
research_concluded,1
concluded_ga,1
optimized_differential,1
indicator_whereas,1
whereas_decrease,1
decrease_accuracy,1
accuracy_around,1
around_came,1
came_using,1
different_characteristic,1
together_using,1
using_similar,1
similar_data,1
trend_influenced,1
influenced_fitness,1
fitness_function,1
function_ga,1
able_optimized,1
accuracy_gotten,1
gotten_using,1
indicator_ex,1
ex_system,1
system_observed,1
observed_gdp,1
gdp_gni,1
gni_together,1
dufour_stevanovic,1
stevanovic_forni,1
reichlin_forni,1
al_kim,1
kim_swanson,1
swanson_stock,1
watson_b,1
b_reference,1
economic_characteristic,1
characteristic_monitoring,1
monitoring_economic,1
using_“big,1
data”_see,1
see_bai,1
bai_ng,1
ng_dufour,1
economic_give,1
result_ga,1
ga_learning,1
indicator_said,1
said_indirectly,1
indirectly_government,1
government_concern,1
concern_value,1
able_optimizing,1
optimizing_learning,1
economic_indicator’s,1
indicator’s_indonesia,1
indonesia_moreover,1
moreover_said,1
said_using,1
characteristic_indicator,1
collect_investment,1
future_constantly,1
constantly_shifting,1
shifting_ambiguity,1
ambiguity_show,1
show_risk,1
must_accept,1
accept_investor,1
half_variable,1
usefulness_factorbased,1
factorbased_dimension,1
utilizing_“big,1
data”_macroeconometric,1
market_make,1
make_uncertain,1
uncertain_collect,1
called_“combination”,1
“combination”_model,1
msfe_“best”,1
“best”_three,1
h_four,1
h_addition,1
addition_nonpca,1
prediction_nine,1
reference_cited,1
cited_therein,1
therein_add,1
whether_“big,1
data”_useful,1
forecasting_“horserace”,1
“horserace”_using,1
based_variety,1
factor_reflect,1
reflect_current,1
economy_interest,1
indonesia_provided,1
provided_secondary,1
ann_approach,1
approach_thought,1
thought_useful,1
indicator_value,1
value_reflection,1
reflection_state,1
state_stock,1
focus_research,1
research_forecast,1
forecast_idx,1
idx_using,1
order_minimize,1
minimize_investment,1
risk_critical,1
critical_measure,1
measure_movement,1
market_indonesia,1
exchange_idx,1
idx_indicator,1
investor_typically,1
typically_aim,1
aim_maximize,1
maximize_expected,1
return_considering,1
considering_risk,1
risk_taken,1
taken_order,1
dynamic_making,1
prediction_‘timevarying’,1
‘timevarying’_‘timescale,1
‘timescale_dependent’,1
dependent’_volatility,1
volatility_tweet,1
tweet_sent,1
sent_turkey,1
effect_people,1
people_interaction,1
interaction_social,1
social_medium,1
medium_economic,1
fluctuation_essential,1
essential_analyzing,1
analyzing_economic,1
time_predict,1
predict_month,1
month_rmse,1
value_prof,1
prof_macroeconomic,1
idx_movement,1
abstract_understanding,1
understanding_effect,1
useful_handling,1
handling_issue,1
issue_representing,1
representing_complex,1
complex_pattern,1
value_lowest,1
result_root,1
ann_best,1
change_employmentbased,1
employmentbased_benefit,1
benefit_system,1
system_common,1
common_disappointment,1
disappointment_voiced,1
voiced_forum,1
forum_initial,1
date_time,1
likely_cause,1
cause_major,1
major_cut,1
cut_health,1
benefit_might,1
might_result,1
result_structural,1
rate_examined,1
examined_dynamic,1
correlation_dcc,1
dcc_garch,1
model_tweet,1
tweet_data,1
count_averaged,1
averaged_date,1
turkey_containing,1
containing_term,1
unemployment_economic,1
recession_dolar,1
dolar_also,1
also_lagged,1
lagged_series,1
series_tlusd,1
lag_th,1
th_th,1
th_lag,1
lag_min,1
min_frequency,1
frequency_twitter,1
twitter_data,1
level_conditional,1
obtained_series,1
series_tweet,1
tweet_compared,1
compared_usdtl,1
show_examining,1
examining_delayed,1
delayed_relationship,1
relationship_lag,1
focused_financing,1
financing_coverage,1
coverage_health,1
insurance_recent,1
trend_everrising,1
everrising_cost,1
series_minute,1
minute_obtained,1
initial_effort,1
effort_reform,1
reform_delivery,1
delivery_cost,1
care_america,1
america_gradually,1
gradually_became,1
became_focused,1
strong_passion,1
passion_many,1
many_critique,1
critique_mmt,1
mmt_conventional,1
conventional_macroeconomist,1
macroeconomist_valid,1
valid_yet,1
narrative_dccgarch,1
dccgarch_usdtl,1
rate_narrative,1
narrative_economics,1
discussion_modern,1
theory_elicit,1
elicit_surprisingly,1
surprisingly_strong,1
explain_cc,1
cc_dcc,1
dcc_relationship,1
relationship_jel,1
number_g,1
g_keywords,1
keywords_twitter,1
twitter_narrative,1
correlation_tlusd,1
however_except,1
except_series,1
dynamic_cc,1
cc_process,1
process_series,1
series_statistically,1
significant_explain,1
private_borrower,1
borrower_leading,1
lower_investment,1
investment_prediction,1
prediction_born,1
born_precisely,1
precisely_broader,1
broader_driver,1
choice_narrow,1
narrow_prism,1
prism_loanable,1
loanable_fund,1
fund_suggests,1
higher_budget,1
deficit_compete,1
compete_private,1
comprehensive_framework,1
framework_describing,1
describing_quantity,1
quantity_price,1
center_conventional,1
conventional_macro,1
macro_framed,1
framed_fiscal,1
yet_resistance,1
resistance_giving,1
giving_mmt,1
mmt_credit,1
credit_deserves,1
deserves_mmt,1
mmt_put,1
put_comprehensive,1
likely_greater,1
greater_ever,1
ever_getting,1
getting_relationship,1
relationship_deficit,1
deficit_interest,1
rate_wrong,1
wrong_dented,1
maintaining_low,1
inflation_era,1
era_dysfunctional,1
dysfunctional_polarized,1
polarized_politics,1
politics_value,1
value_independent,1
bank_likely,1
availability_problematic,1
problematic_aspect,1
aspect_mmt,1
mmt_political,1
economy_prescription,1
prescription_fiscal,1
authority_responsible,1
responsible_maintaining,1
driver_money,1
supply_undergone,1
undergone_major,1
shift_reflecting,1
reflecting_demographic,1
demographic_evolution,1
evolution_credit,1
credit_availability,1
fourth_largest,1
largest_foreign,1
fluctuation_sterling,1
pound_important,1
impact_world’s,1
world’s_foreign,1
impact_trade,1
trade_china,1
good_cooperation,1
cooperation_relation,1
relation_china,1
china_area,1
area_economy,1
economy_trade,1
trade_world’s,1
world’s_fourth,1
discussion_around,1
around_policy,1
policy_tradeoff,1
kingdom_world’s,1
world’s_fifth,1
fifth_largest,1
economy_maintains,1
maintains_good,1
dented_credibility,1
credibility_conventional,1
conventional_macroeconomics,1
macroeconomics_would,1
wise_put,1
put_broader,1
broader_framework,1
center_discussion,1
result_found,1
model_impact,1
paper_cannot,1
cannot_predict,1
result_shortterm,1
shortterm_arbitrage,1
arbitrage_prediction,1
prediction_cannot,1
correlation_sterling,1
rate_shibor,1
shibor_relation,1
relation_meanwhile,1
focus_analyzing,1
analyzing_possibility,1
possibility_arbitrage,1
arbitrage_according,1
balance_trade,1
trade_gdp,1
change_sterling,1
show_five,1
significant_relation,1
relation_exchange,1
libor_strong,1
strong_correlation,1
china_many,1
influence_exchange,1
series_approach,1
analyzes_impact,1
impact_two,1
libor_shibor,1
shibor_five,1
common_economy,1
selection_whether,1
whether_imposed,1
imposed_timevarying,1
var_fixed,1
fixed_parameter,1
var_nonlinearity,1
nonlinearity_var,1
var_play,1
nonlinear_timevarying,1
var_involving,1
involving_stochastic,1
search_algorithm,1
algorithm_variable,1
selection_estimated,1
using_markov,1
general_study,1
qq_using,1
insample_period,1
qq_study,1
performance_classical,1
classical_minnesotatype,1
minnesotatype_bayesian,1
linear_fixedparameter,1
fixedparameter_nonlinear,1
cannot_made,1
analyzed_forecasting,1
various_multivariate,1
predicting_quartersahead,1
quartersahead_growth,1
gdp_consumer,1
rate_south,1
africa_outofsample,1
keynes_wrote,1
wrote_famous,1
famous_tract,1
tract_economic,1
consequence_peace,1
peace_work,1
anticipated_collapse,1
collapse_first,1
system_hence,1
hence_future,1
research_would,1
would_aim,1
aim_look,1
look_var,1
john_maynard,1
maynard_keynes,1
different_bayesian,1
well_classical,1
possibly_problem,1
problem_parameterization,1
parameterization_classical,1
var_acute,1
acute_threevariable,1
threevariable_system,1
important_part,1
part_improving,1
linear_fixed,1
coefficient_classical,1
var_however,1
indicate_marked,1
marked_gain,1
power_across,1
narrow_interest,1
interest_vision,1
vision_outlined,1
outlined_keynes,1
keynes_underpinned,1
underpinned_prediction,1
prediction_backslash,1
backslash_economic,1
briefly_great,1
great_war,1
war_diplomatic,1
diplomatic_failure,1
failure_lapse,1
lapse_leadership,1
leadership_promotion,1
promotion_narrow,1
year_relative,1
relative_peace,1
peace_prosperity,1
prosperity_many,1
many_permanent,1
permanent_norm,1
norm_interrupted,1
interrupted_briefly,1
first_era,1
globalization_began,1
began_midnineteenth,1
midnineteenth_century,1
century_admonished,1
admonished_shortsighted,1
shortsighted_assumption,1
assumption_year,1
war_bretton,1
bretton_wood,1
wood_great,1
inflation_managed,1
floating_turning,1
point_characterized,1
characterized_different,1
form_institution,1
disruption_examine,1
examine_prompted,1
prompted_change,1
change_underlying,1
underlying_ideology,1
ideology_international,1
system_organize,1
organize_world,1
since_focusing,1
focusing_primarily,1
primarily_evolution,1
evolution_international,1
system_policy,1
policy_cooperationcoordination,1
cooperationcoordination_identify,1
three_disruption,1
economic_nationalism,1
nationalism_trade,1
trade_protectionism,1
protectionism_recession,1
recession_paper,1
revisits_turning,1
point_evolution,1
evolution_global,1
structure–conduct_performance,1
performance_scp,1
scp_efficiency,1
efficiency_hypothesizes,1
hypothesizes_e,1
e_study,1
study_analysed,1
analysed_performance,1
responsible_performance,1
uganda_light,1
light_global,1
global_advantage,1
advantage_theory,1
theory_analysis,1
analysis_supplemented,1
supplemented_structure–conduct,1
